text_a	label
Born in 1937 in the central province of Anhui , Dai came to Shanghai as a student and remained in the city as a prolific author and teacher of Chinese .	B-LOC O O O O O O O B-LOC O B-PER O O B-LOC O O O O O O O O O O O O O O O B-MISC O
RE : $ 70,375,000	O O O O
BALTIMORE 1996-08-22	B-LOC O
Mutola looked threatening in the final 200 metres but the Russian found an extra gear to power home several strides ahead , pointing at the time on the clock with delight as she crossed the line .	B-PER O O O O O O O O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O O O O
Wisinga was believed to be travelling in Europe , they said .	B-PER O O O O O O B-LOC O O O O
( $ =1,000 Guinean francs )	O O O B-MISC O O
Raja Casablanca 4 Tetouan 0	B-ORG I-ORG O B-ORG O
At Worcester : Match drawn .	O B-LOC O O O O
Israeli army ransacks Bedouin Palestinian camp .	B-MISC O O B-MISC I-MISC O O
Named " Nirmal Hriday " ( Tender Heart ) , it was the first of a chain of 150 homes for dying , destitute people , admitting nearly 18,000 a year .	O O B-LOC I-LOC O O B-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O
St Helens needed to win on Monday to take the title -- a defeat or draw would have allowed Wigan their eighth consecutive championship .	B-ORG I-ORG O O O O O O O O O O O O O O O O O B-ORG O O O O O
Police , who at first thought her son had been kidnapped , found him on Sunday with a friend in his mother 's car in Oklahoma and arrested him .	O O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O
First half 1996	O O O
Stansted has been designated as the preferred option for handling hijackings in southern England because it is more remote than Heathrow and Gatwick , London 's two major airports , and handles less air traffic .	B-LOC O O O O O O O O O O O O B-LOC O O O O O O B-LOC O B-LOC O B-LOC O O O O O O O O O O O
" After IOC 's very small purchase of 120,000 tonnes , I 'm still suspicious that they will buy more in the second half of October , " another said .	O O B-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O
WESTERN DIVISION	B-MISC I-MISC
lost , goals for , against , points ) :	O O O O O O O O O O
Kaucuk Opava 3 1 2 0 2 1 5	B-ORG I-ORG O O O O O O O
Newcastle 's early season teething problems continued on Saturday when they lost 2-1 at home to premier league pacesetters Sheffield Wednesday .	B-ORG O O O O O O O O O O O O O O O O O O B-ORG I-ORG O
Specter said after the bombing there should be a shake-up at the Pentagon and questioned whether Perry should resign .	B-PER O O O O O O O O O O O B-ORG O O O B-PER O O O
Haitai 10 Hanwha 4	B-ORG O B-ORG O
At least 11 people were killed and 60 others injured on Thursday when lightning struck a group of people attending a religious festival in Macedonia , police and municipal officials said .	O O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O O O O O O
FLORIDA 61 70 .466 21	B-ORG O O O O
The Vatican and the mother superior in Dublin approved and after intensive training as a nurse with American missionaries she opened her first Calcutta slum school in December 1949 .	O B-LOC O O O O O B-LOC O O O O O O O O O B-MISC O O O O O B-LOC O O O O O O
As head of Handgun Control Inc. , Sarah Brady , 54 , campaigned nonstop for tough gun control in the years following the shooting of her husband and then President Reagan in 1981 .	O O O B-ORG I-ORG I-ORG O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O B-PER O O O
-DOCSTART-	O
Copper scrap , Midwest and East coast average price ,	O O O B-LOC O B-LOC I-LOC O O O
BOSTON 1996-08-28	B-LOC O
But Filipovic said he would not quit under pressure . "	O B-PER O O O O O O O O O
Scifo ( Monaco ) , James Debbah ( Nice ) , Patrice Loko ( PSG ) ,	B-PER O B-ORG O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O O
The judicial review sought by directorate-grade bureaucrats will apply to only about 1,000 of the approximately 33,000 civil servants affected .	O O O O O O O O O O O O O O O O O O O O O
W L PCT GB	O O O O
Zadar police said in a statement they had launched an investigation and were doing their best to find the perpetrators .	B-LOC O O O O O O O O O O O O O O O O O O O O
5. Collin Dugmore ( South Africa ) Honda	O B-PER I-PER O B-LOC I-LOC O B-ORG
Lows 68-76F ( 20-24C ) .	O O O O O O
Bristol City 5 Luton 0	B-ORG I-ORG O B-ORG O
M2 money supply ( bln taka ) 456.8 439.9 422.1	O O O O O O O O O O
1. Max van Heeswijk ( Netherlands ) Motorola 4 hours 39 minutes	O B-PER I-PER I-PER O B-LOC O B-ORG O O O O
The win was the fourth in as many matches this season for Lens , who lead the table on 12 points .	O O O O O O O O O O O O B-ORG O O O O O O O O O
The Securities and Exchange Commission Wednesday approved rules designed to give stock market investors a better chance at getting the best price available for their orders .	O B-ORG I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O
Prykarpattya 6 0 2 4 4 13 2	B-ORG O O O O O O O
[ CORRECTED 18:00 GMT ]	O O O B-MISC O
National League	B-MISC I-MISC
-DOCSTART-	O
It was unclear whether or not the 40,000 tonnes had cleared customs -- which would provide some concrete indication that the strategic reserve , administered directly by the central government 's State Planning Commission , owned the copper .	O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG I-ORG I-ORG O O O O O
LECIVA PRAHA 2470.00 2470.00 1360 3359.200	B-ORG I-ORG O O O O
The rates are :	O O O O
Midfielders - Richard Witschge ( Ajax ) , Philip Cocu ( PSV ) , Wim Jonk ( PSV ) , Aron Winter ( Internazionale ) , Jean-Paul van Gastel ( Feyenoord ) , Clarence Seedorf ( Real Madrid ) .	O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O O B-PER I-PER O B-ORG O O B-PER I-PER I-PER O B-ORG O O B-PER I-PER O B-ORG I-ORG O O
1-6 6-4 6-3	O O O
Rep .	B-MISC O
-DOCSTART-	O
ATLANTA 79 47 .627 -	B-ORG O O O O
Scores : Pakistan 225-5 innings closed ( Saeed Anwar 57 ) , England 226-5 in 46.4 overs ( M. Atherton 65 ) .	O O B-LOC O O O O B-PER I-PER O O O B-LOC O O O O O B-PER I-PER O O O
CINCINNATI 64 65 .496 5	B-ORG O O O O
Chief Accountant Natalya Sypron said the collective is strapped for cash , earlier this year bartering 220 tonnes of grain for diesel to fuel six rickety grain combines and tractors badly in need of repairs and basic maintenance .	O O B-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Egyptian government newspapers have criticised Britain for allowing Islamists , whom they brand as " terrorists " , to hold their conference , saying the meeting will be a chance for dangerous Moslem militants to plot against their countries of origin .	B-MISC O O O O B-LOC O O B-MISC O O O O O O O O O O O O O O O O O O O O O O O B-MISC O O O O O O O O O
By 3 a.m. ( 0100 GMT ) more than 2,000 lorries had been stopped and searched .	O O O O O B-MISC O O O O O O O O O O O
" We have always been concerned about barter deals with other countries , viewing them as a disguised kind of capital flight from Russia , " Marina Volkova , deputy head of the currency department at the State Customs Committee , told Reuters .	O O O O O O O O O O O O O O O O O O O O O O O B-LOC O O B-PER I-PER O O O O O O O O O B-ORG I-ORG I-ORG O O B-ORG O
3. Theybers	O B-PER
-DOCSTART-	O
Hartlepool 3 2 1 0 6 3 7	B-ORG O O O O O O O
Asked what India would do if the pact were forwarded to the United Nations General Assembly , Gujral said : " That bridge I will cross when I come to it . "	O O B-LOC O O O O O O O O O B-ORG I-ORG I-ORG I-ORG O B-PER O O O O O O O O O O O O O O O
-- London Newsroom +44 171 542 7717	O B-ORG I-ORG O O O O
It calculated the kuna midrates for Tuesday 's trade stronger at 5.2420 against the dollar and slightly weaker at 3.5486 against the German mark .	O O O O O O O O O O O O O O O O O O O O O O B-MISC O O
Chad parliamentary election set for November 24 .	B-LOC O O O O O O O
Shakhtar 6 3 2 1 10 3 11	B-ORG O O O O O O O
7. Haladas 3 1 2 - 2 1 5	O B-ORG O O O O O O O
Last May dozens of demonstrators and police were injured in violent clashes around the Gorleben nuclear waste depot as hundreds of protesters tried to block a delivery of waste by train and truck .	O O O O O O O O O O O O O O B-LOC O O O O O O O O O O O O O O O O O O O
Partizan and Red Star of Yugoslavia , Alba of Germany , and Benetton of Italy are also taking part in the event which continues until Saturday .	B-ORG O B-ORG I-ORG O B-LOC O B-ORG O B-LOC O O B-ORG O B-LOC O O O O O O O O O O O O
4 - Kimiko Date ( Japan ) beat 5 - Gabriela Sabatini ( Argentina )	O O B-PER I-PER O B-LOC O O O O B-PER I-PER O B-LOC O
West African leaders have threatened individual sanctions against faction leaders to ensure compliance .	B-MISC I-MISC O O O O O O O O O O O O
A moderate earthquake measuring 5.0 on the Richter scale shook Costa Rica on Wednesday during a visit by Japanese Prime Minister Ryutaro Hashimoto , but there were no reports of casualties or damage , officials said .	O O O O O O O B-PER O O B-LOC I-LOC O O O O O O B-MISC O O B-PER I-PER O O O O O O O O O O O O O O
" There is a good offer ....	O O O O O O O
Final dividend ( cents ) 4.0 vs 4.0	O O O O O O O O
-DOCSTART-	O
Radio New Zealand reported earlier that an armed man on Monday entered the Northcote College swimming pool changing sheds and confronted a 16-year-old schoolgirl .	B-ORG I-ORG I-ORG O O O O O O O O O O B-ORG I-ORG O O O O O O O O O O
SBPUs seven-day 14-day	O O O
The won closed at 818.10 , after opening at 819.10 .	O O O O O O O O O O O
-DOCSTART-	O
Francisco Cea ( Spain ) 70 71 76 , Gavin Levenson ( South	B-PER I-PER O B-LOC O O O O O B-PER I-PER O B-LOC
Pakistan 318-2 ( Saeed Anwar 169 not out , Ijaz Ahmed 61 ) .	B-LOC O O B-PER I-PER O O O O B-PER I-PER O O O
Baltika Kaliningrad 25 8 10 7 29 26 34	B-ORG I-ORG O O O O O O O
" The electoral process has been proceeding in accordance with the new state electoral law , " Aguirre said , adding that the poll would be " an exercise in true democracy . "	O O O O O O O O O O O O O O O O O B-PER O O O O O O O O O O O O O O O O
He allowed two runs -- one earned -- and lowered his ERA to 2.99 .	O O O O O O O O O O O B-MISC O O O
Leading overall placings after two stages :	O O O O O O O
-DOCSTART-	O
It 's too late , Mr. President , " Dole told an outdoor crowd of several hundred at a private religious school .	O O O O O O O O O B-PER O O O O O O O O O O O O O
The Palestinian Legislative Council on Wednesday called for a halt to contacts with Israel , just hours after President Yasser Arafat said the Jewish state had effectively declared war on the Palestinians by pursuing its hardline policies .	O B-ORG I-ORG I-ORG O O O O O O O O O B-LOC O O O O O B-PER I-PER O O B-MISC O O O O O O O B-MISC O O O O O O
Every time he finds the net , the grey-haired forward pulls his shirtfront over his head as he runs to salute the fans , and Middlesbrough 's sponsors want to cash in on the spectacle .	O O O O O O O O O O O O O O O O O O O O O O O O O B-ORG O O O O O O O O O O
Jason Stoltenberg ( Australia ) vs. Stefano Pescosolido ( Italy )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
Before conquering Ajax last year they beat United 's big English rivals Liverpool in the ill-fated 1985 final in the Heysel stadium in Brussels .	O O B-ORG O O O O B-ORG O O B-MISC O B-ORG O O O O O O O B-LOC O O B-LOC O
-DOCSTART-	O
Faction fighting and an orgy of looting in the capital Monrovia in April and May killed hundreds of people .	O O O O O O O O O O B-LOC O O O O O O O O O
league soccer match on Monday :	O O O O O O
Ross County 1 Queen 's Park 2	B-ORG I-ORG O B-ORG I-ORG I-ORG O
M. Bevan c Campbell b Brandes 9	B-PER I-PER O B-PER O B-PER O
The report could well reopen a damaging row between Britain and the EU , which slapped a worldwide ban on British beef after the government said there could be a link between BSE and the human form of the disease .	O O O O O O O O O B-LOC O O B-ORG O O O O O O O B-MISC O O O O O O O O O O O B-MISC O O O O O O O O
Extras ( lb-4 w-10 nb-7 ) 21	O O O O O O O
BOSTON 63 64 .496 10	B-ORG O O O O
David Prinosil ( Germany ) beat Peter Tramacchi ( Australia ) 6-3 6-2 3-6 6-7 ( 5-7 ) 6-1	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O O O O O O O
-DOCSTART-	O
Bernard Hickey	B-PER I-PER
10. George Hincapie ( U.S. ) Motorola same time	O B-PER I-PER O B-LOC O B-ORG O O
Sydney 21 15 1 5 2067 1687 122.5 62	B-ORG O O O O O O O O
Surrey 128-4	B-ORG O
Toronto 9 CHICAGO 2	B-ORG O B-ORG O
15 Year A-rated Gen'l Obligation 5.40 % 5.35 % +0.05	O O O O O O O O O O
" I 'm not here to fight the press or talk about the food or entertain the people off the court .	O O O O O O O O O O O O O O O O O O O O O O
SOCCER - GERMAN FIRST DIVISION SUMMARIES .	O O B-MISC O O O O
GAK 6 1 3 2 8 10 6	B-ORG O O O O O O O
His attorney , Hans-Otto Sieg , told reporters outside the courtroom that the judges had not explained how a German court could judge someone for actions carried out in the United States .	O O O B-PER I-PER O O O O O O O O O O O O O O B-MISC O O O O O O O O O O B-LOC I-LOC O
M. Atherton b Wasim Akram 65	B-PER I-PER O B-PER I-PER O
-DOCSTART-	O
Current 400 million 260 million 231 million	O O O O O O O
Volkova said last year goods had been exported under many Russian barter deals , with nothing imported in return .	B-PER O O O O O O O O O B-MISC O O O O O O O O O
The slain policeman Ejup Bajgora , 42 , was an Albanian who had served in the Serbian police and state security since 1987 , police told the Yugoslav news agency Tanjug .	O O O B-PER I-PER O O O O O B-MISC O O O O O B-MISC O O O O O O O O O O B-MISC O O B-ORG O
The letter made reference to massacres of landless peasants in August 1995 and April 1996 , which claimed the lives of 27 landless peasants .	O O O O O O O O O O O O O O O O O O O O O O O O O
Described by one British company as " eco-terrorism " , it is seen as the new business risk of the 1990s .	O O O B-MISC O O O O O O O O O O O O O O O O O O
LONDON 1996-08-23	B-LOC O
A. Wells 51 ; A. Penberthy 4-36 ) .	B-PER I-PER O O B-PER I-PER O O O
Palestinian leaders in Jerusalem called on Tuesday for a two-hour strike to protest what they called Israel 's war on Arab East Jerusalem after police demolished a building there .	B-MISC O O B-LOC O O O O O O O O O O O O B-LOC O O O B-LOC I-LOC I-LOC O O O O O O O
Close of play scores in English county championship matches on Thursday :	O O O O O B-MISC O O O O O O
drawn , lost , goals for , against , points ) :	O O O O O O O O O O O O
Fall of wickets : 1-64 2-85 3-116 4-205 5-248 6-273	O O O O O O O O O O
Amsterdam-Rotterdam-Antwerp oil stock levels fall .	B-LOC O O O O O
CRICKET - PAKISTAN DECLARE FIRST INNINGS AT 521-8 .	O O B-LOC O O O O O O
1907 - Edvard Grieg , Norwegian composer best known for his " Peer Gynt Suite " and his Piano Concerto , died in Bergen .	O O B-PER I-PER O B-MISC O O O O O O B-MISC I-MISC I-MISC O O O O O O O O B-LOC O
( Spain ) , Paul Broadhurst , Greg Turner ( New Zealand ) , Mike	O B-LOC O O B-PER I-PER O B-PER I-PER O B-LOC I-LOC O O B-PER
EL MUNDO	B-ORG I-ORG
games played on Wednesday .	O O O O O
Nigeria is under fire from many Western countries for human rights abuses and lack of democracy .	B-LOC O O O O O B-MISC O O O O O O O O O O
Scores : India 226-5 in 50 overs , Sri Lanka 230-1 in 44.2 overs .	O O B-LOC O O O O O B-LOC I-LOC O O O O O
AL-ANWAR	B-ORG
SV Ried 6 1 1 4 6 9 4	B-ORG I-ORG O O O O O O O
Jim Grabb ( U.S. ) vs. Sandon Stolle ( Australia )	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O
" I was n't happy when I saw the draw .	O O O O O O O O O O O
Russia , the only nation to have two riders in the field , made full use of their numerical superiority .	B-LOC O O O O O O O O O O O O O O O O O O O O
Judith Wiesner ( Austria ) beat Debbie Graham ( U.S. ) 6-2 7-5	B-PER I-PER O B-LOC O O B-PER I-PER O B-LOC O O O
It cost me a few bucks at the bar . '	O O O O O O O O O O O
TORONTO AT CHICAGO	B-ORG O B-LOC
-DOCSTART-	O
-- Reuters Toronto Bureau 416 941-8100	O B-ORG I-ORG I-ORG O O
CHICAGO 8 Florida 3	B-ORG O B-ORG O
LAST MOODY 'S PAY DATE 5 .	O B-ORG I-ORG O O O O
-DOCSTART-	O
66 Paul Goydos , Billy Mayfair , Hidemichi Tanaka ( Japan )	O B-PER I-PER O B-PER I-PER O B-PER I-PER O B-LOC O
ALMERE , Netherlands 1996-08-28	B-LOC O B-LOC O
Hearts - Dave McPherson ( 44th )	B-ORG O B-PER I-PER O O O
" There has been some shooting from their side but it has been relatively quiet , " said fighter Aslan Shabazov , a bearded man wearing a white t-shirt and camoflage trousers .	O O O O O O O O O O O O O O O O O O O B-PER I-PER O O O O O O O O O O O O
